area_sqft,bedrooms,bathrooms,location,house_type,state,city,price
692,2,1,Semi-Urban,Apartment,West Bengal,Kolkata,4160417
1705,3,2,Urban,Apartment,Karnataka,Hubli,2841363
706,1,1,Urban,Apartment,Odisha,Rourkela,1922799
740,1,1,Urban,Apartment,Maharashtra,Thane,1591222
801,1,2,Urban,Apartment,Tamil Nadu,Chennai,7513269
606,2,1,Urban,Apartment,Bihar,Gaya,1409429
732,1,2,Urban,Apartment,Bihar,Muzaffarpur,3212167
449,1,2,Semi-Urban,Villa,Delhi,New Delhi,8171750
1407,3,3,Urban,Villa,Arunachal Pradesh,Itanagar,6798687
530,1,1,Urban,Apartment,Uttarakhand,Haldwani,1892695
376,1,2,Semi-Urban,Apartment,Madhya Pradesh,Indore,659696
371,1,2,Semi-Urban,Apartment,Maharashtra,Nagpur,941592
2027,3,3,Urban,Apartment,Karnataka,Bengaluru,21479279
489,1,1,Semi-Urban,Villa,Sikkim,Gangtok,2593761
1798,3,3,Urban,Duplex,Uttar Pradesh,Kanpur,7909736
417,1,2,Urban,Apartment,Telangana,Hyderabad,4063021
462,1,2,Urban,Apartment,Bihar,Gaya,815363
524,1,1,Urban,Apartment,Karnataka,Mysuru,1243793
354,1,2,Urban,Villa,Punjab,Jalandhar,1785718
1936,3,2,Semi-Urban,Apartment,Delhi,Rohini,3335564
1897,2,1,Urban,Apartment,Himachal Pradesh,Shimla,2929411
741,1,1,Urban,Duplex,Tamil Nadu,Madurai,3042380
561,1,2,Urban,Apartment,Tamil Nadu,Madurai,2522057
316,1,2,Semi-Urban,Apartment,Uttar Pradesh,Agra,882587
802,1,2,Urban,Apartment,Maharashtra,Aurangabad,3119850
524,1,2,Urban,Apartment,West Bengal,Durgapur,1961195
612,1,2,Urban,Duplex,Andhra Pradesh,Guntur,1892762
805,1,1,Urban,Apartment,Andhra Pradesh,Vijayawada,4191822
951,1,1,Urban,Apartment,Chhattisgarh,Bilaspur,3650745
1384,3,3,Urban,Villa,Manipur,Imphal,3977131
2194,4,1,Urban,Apartment,Delhi,Saket,3923628
2779,4,2,Urban,Apartment,Goa,Margao,5415755
479,1,2,Urban,Apartment,Uttar Pradesh,Agra,795166
448,1,1,Urban,Duplex,Odisha,Cuttack,2044379
396,1,1,Urban,Apartment,Bihar,Bhagalpur,1513627
1638,3,2,Urban,Apartment,Uttar Pradesh,Lucknow,7771664
316,1,2,Urban,Apartment,Punjab,Chandigarh,950381
304,1,2,Urban,Apartment,Delhi,Delhi,5951486
1664,3,2,Urban,Apartment,Madhya Pradesh,Indore,3391762
638,1,1,Urban,Apartment,Jharkhand,Dhanbad,2799011
1683,3,2,Urban,Apartment,Himachal Pradesh,Dharamshala,6560391
1206,3,1,Urban,Apartment,Karnataka,Bengaluru,12953849
1007,2,2,Urban,Apartment,Uttarakhand,Haridwar,3859011
910,2,1,Urban,Apartment,Goa,Panaji,1868840
387,1,2,Urban,Apartment,Goa,Panaji,848823
1461,3,2,Semi-Urban,Apartment,Uttarakhand,Haldwani,4153666
323,1,2,Urban,Apartment,Uttarakhand,Haridwar,1259816
335,1,2,Urban,Apartment,Kerala,Kozhikode,1364818
378,1,1,Urban,Apartment,Jharkhand,Jamshedpur,1758881
761,2,1,Urban,Apartment,Sikkim,Gangtok,3551921
1121,2,3,Urban,Apartment,Delhi,Karol Bagh,4817904
2672,3,4,Urban,Apartment,Uttar Pradesh,Kanpur,10269085
1719,3,3,Semi-Urban,Duplex,Bihar,Muzaffarpur,7057617
1711,2,3,Urban,Villa,Delhi,New Delhi,37761935
1601,2,3,Semi-Urban,Apartment,Telangana,Hyderabad,13151570
1181,1,2,Urban,Apartment,Karnataka,Dharwad,4565906
363,1,2,Semi-Urban,Apartment,Goa,Panaji,687791
373,1,1,Semi-Urban,Apartment,Maharashtra,Kalyan,544887
331,1,1,Urban,Duplex,Rajasthan,Jodhpur,954503
364,1,1,Urban,Villa,Rajasthan,Jaipur,1976053
584,1,2,Urban,Apartment,Chhattisgarh,Raipur,2343978
1444,2,1,Urban,Apartment,Assam,Silchar,5545428
1424,2,2,Urban,Apartment,Chhattisgarh,Bilaspur,4952479
862,2,1,Urban,Villa,Jharkhand,Ranchi,1701552
1767,2,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,6945792
1152,1,1,Urban,Apartment,Punjab,Ludhiana,5586471
1025,1,1,Urban,Apartment,Karnataka,Hubli,2019463
623,1,1,Semi-Urban,Apartment,Bihar,Muzaffarpur,2246478
303,1,1,Urban,Apartment,Lakshadweep,Kavaratti,1406183
751,1,2,Urban,Apartment,Gujarat,Vadodara,2680472
1182,2,1,Semi-Urban,Apartment,Tamil Nadu,Chennai,6621425
575,1,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,2465157
729,1,2,Urban,Villa,Tamil Nadu,Chennai,7722308
906,2,1,Urban,Apartment,Karnataka,Dharwad,3748860
358,1,1,Urban,Apartment,Nagaland,Kohima,746912
474,1,2,Urban,Apartment,Kerala,Thiruvananthapuram,1874345
707,2,1,Urban,Villa,Delhi,Saket,1906240
422,1,2,Urban,Duplex,Maharashtra,Nashik,971746
898,2,3,Semi-Urban,Apartment,Odisha,Cuttack,3053330
607,1,2,Urban,Apartment,Maharashtra,Mumbai,15268925
1392,3,2,Urban,Villa,Rajasthan,Kota,4521203
899,2,3,Urban,Duplex,Assam,Dibrugarh,3991839
3543,3,3,Urban,Villa,Kerala,Thiruvananthapuram,21821918
1076,2,2,Urban,Apartment,Tamil Nadu,Coimbatore,3728889
371,1,1,Urban,Apartment,Rajasthan,Jaipur,1977901
2305,5,2,Urban,Apartment,Uttar Pradesh,Agra,5230803
1091,2,1,Urban,Apartment,Bihar,Patna,1924745
304,1,2,Urban,Duplex,Manipur,Imphal,667663
483,1,1,Urban,Apartment,Uttarakhand,Haldwani,1812014
718,1,2,Urban,Apartment,Uttar Pradesh,Kanpur,3169381
1057,2,2,Urban,Apartment,Delhi,Karol Bagh,4333470
570,1,2,Urban,Apartment,Gujarat,Vadodara,2214548
602,1,1,Urban,Villa,Haryana,Gurgaon,3566960
956,2,2,Urban,Apartment,Lakshadweep,Kavaratti,3484170
319,1,2,Urban,Apartment,Punjab,Amritsar,1498001
424,1,2,Urban,Apartment,Jammu & Kashmir,Jammu,879916
893,1,2,Semi-Urban,Duplex,Goa,Margao,1453811
2620,5,3,Urban,Apartment,Kerala,Kochi,6101483
356,1,2,Urban,Villa,Maharashtra,Mumbai,11896099
841,1,1,Urban,Apartment,West Bengal,Durgapur,2971039
1442,3,1,Semi-Urban,Duplex,Maharashtra,Kalyan,2441086
828,1,1,Urban,Apartment,Tamil Nadu,Madurai,3103418
390,1,1,Urban,Apartment,Chhattisgarh,Bhilai,1483073
1287,2,3,Semi-Urban,Duplex,Nagaland,Kohima,1833497
1035,2,1,Semi-Urban,Apartment,Kerala,Kochi,1587101
558,1,1,Urban,Apartment,Rajasthan,Jaipur,2576277
723,2,1,Urban,Apartment,Punjab,Jalandhar,3578891
712,1,2,Urban,Apartment,Kerala,Kollam,3001061
1736,2,1,Urban,Apartment,Tripura,Agartala,7050495
1392,2,3,Urban,Apartment,Gujarat,Vadodara,5244619
2074,4,1,Urban,Duplex,Karnataka,Dharwad,8338591
2165,4,4,Urban,Apartment,Haryana,Panipat,7819457
593,1,1,Urban,Apartment,Delhi,Karol Bagh,2466519
776,1,2,Semi-Urban,Apartment,Kerala,Thiruvananthapuram,2543129
836,1,1,Urban,Apartment,Andhra Pradesh,Vijayawada,2875491
1485,3,2,Semi-Urban,Villa,Chhattisgarh,Bilaspur,7404342
789,1,2,Urban,Apartment,Kerala,Kochi,1723811
1744,3,1,Urban,Apartment,Gujarat,Vadodara,6805455
1009,2,2,Urban,Duplex,Ladakh,Leh,2510047
718,1,2,Urban,Duplex,Goa,Margao,1508769
686,2,1,Urban,Apartment,Andhra Pradesh,Vijayawada,2377913
778,1,2,Urban,Apartment,Chhattisgarh,Bilaspur,2986952
325,1,2,Urban,Apartment,Tamil Nadu,Coimbatore,1166475
716,1,2,Urban,Apartment,West Bengal,Kolkata,4405751
1444,2,1,Urban,Apartment,West Bengal,Durgapur,5454919
445,1,2,Semi-Urban,Villa,Kerala,Thiruvananthapuram,2235201
955,1,2,Urban,Apartment,Odisha,Bhubaneswar,3119922
1477,2,1,Urban,Apartment,Uttar Pradesh,Lucknow,5415727
317,1,1,Semi-Urban,Apartment,West Bengal,Durgapur,1033163
863,2,3,Urban,Apartment,Uttar Pradesh,Kanpur,3725698
714,1,2,Semi-Urban,Apartment,Maharashtra,Kalyan,939245
1262,3,1,Urban,Apartment,Jharkhand,Dhanbad,4250656
1148,1,1,Semi-Urban,Villa,Karnataka,Mysuru,3077410
522,1,1,Semi-Urban,Apartment,Jharkhand,Jamshedpur,1732873
727,1,2,Urban,Villa,Maharashtra,Kalyan,1428488
1676,2,1,Urban,Apartment,Karnataka,Dharwad,7242192
724,1,2,Urban,Apartment,Uttarakhand,Haldwani,3366174
2291,5,2,Semi-Urban,Apartment,Karnataka,Hubli,4399632
455,1,2,Semi-Urban,Apartment,Delhi,New Delhi,6692020
865,2,2,Urban,Apartment,Kerala,Kollam,3285002
1948,2,3,Urban,Apartment,Uttar Pradesh,Lucknow,7316086
1309,2,2,Urban,Apartment,Karnataka,Dharwad,6789554
377,1,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,1461567
545,1,2,Urban,Apartment,Uttarakhand,Haridwar,1674149
457,1,2,Urban,Apartment,Sikkim,Gangtok,1752946
642,2,1,Urban,Apartment,Telangana,Hyderabad,5275127
3726,5,4,Semi-Urban,Apartment,Rajasthan,Jaipur,12958538
365,1,1,Urban,Apartment,Andhra Pradesh,Vijayawada,1461915
606,1,2,Urban,Villa,Karnataka,Hubli,1385685
729,1,2,Urban,Apartment,Gujarat,Bhavnagar,3259684
1693,3,1,Urban,Apartment,Jharkhand,Ranchi,3481504
400,1,1,Semi-Urban,Apartment,Puducherry,Puducherry,1401756
2978,5,2,Urban,Duplex,Rajasthan,Kota,4739450
1290,3,3,Urban,Apartment,Odisha,Cuttack,4455314
1323,2,3,Urban,Apartment,Andhra Pradesh,Visakhapatnam,6433581
300,1,2,Semi-Urban,Apartment,Uttarakhand,Dehradun,1086157
826,1,1,Semi-Urban,Villa,Goa,Margao,1895538
1649,2,1,Semi-Urban,Villa,Assam,Guwahati,7985485
340,1,1,Semi-Urban,Duplex,Delhi,Dwarka,554687
862,1,1,Urban,Villa,Odisha,Cuttack,4825064
634,1,2,Urban,Villa,Assam,Silchar,3133987
1016,2,3,Semi-Urban,Apartment,Jammu & Kashmir,Jammu,1706126
1112,1,2,Semi-Urban,Apartment,Uttar Pradesh,Lucknow,3521748
464,1,1,Urban,Apartment,Karnataka,Mangalore,1767071
669,2,2,Urban,Apartment,Uttarakhand,Haldwani,2760025
308,1,2,Urban,Duplex,Andhra Pradesh,Vijayawada,1351188
1124,1,2,Urban,Apartment,Karnataka,Mysuru,1919741
670,2,3,Urban,Apartment,Haryana,Panipat,2277483
535,1,2,Urban,Apartment,Odisha,Bhubaneswar,2081478
464,1,2,Urban,Apartment,Gujarat,Vadodara,1907779
410,1,1,Urban,Apartment,Haryana,Karnal,720832
639,2,3,Urban,Apartment,Tamil Nadu,Tiruchirappalli,3012382
1421,3,1,Urban,Apartment,Rajasthan,Kota,3112888
611,1,1,Urban,Apartment,Punjab,Amritsar,2569982
1288,3,4,Urban,Apartment,Puducherry,Puducherry,4036830
676,1,1,Urban,Apartment,Uttar Pradesh,Noida,993442
379,1,1,Urban,Apartment,West Bengal,Kolkata,2693461
321,1,2,Semi-Urban,Apartment,Bihar,Gaya,945179
702,1,1,Urban,Duplex,Uttar Pradesh,Kanpur,3690046
918,1,2,Urban,Apartment,Telangana,Nizamabad,2954688
301,1,1,Urban,Apartment,Rajasthan,Udaipur,1318378
375,1,2,Urban,Duplex,Uttarakhand,Haldwani,1702605
1063,1,2,Urban,Apartment,Uttarakhand,Haldwani,3807960
515,1,2,Urban,Apartment,Jammu & Kashmir,Srinagar,2063056
1438,3,3,Urban,Apartment,Gujarat,Surat,3076623
437,1,1,Urban,Villa,West Bengal,Durgapur,2357777
840,1,2,Urban,Apartment,Maharashtra,Thane,1931691
911,1,2,Semi-Urban,Apartment,Tamil Nadu,Tiruchirappalli,3034138
1124,2,2,Urban,Apartment,Jammu & Kashmir,Srinagar,3989415
331,1,1,Urban,Apartment,Rajasthan,Jodhpur,1335607
1488,2,1,Urban,Apartment,Manipur,Imphal,3442185
2154,5,3,Semi-Urban,Villa,Maharashtra,Nashik,4441688
1177,2,1,Urban,Duplex,Meghalaya,Shillong,4550055
469,1,2,Urban,Apartment,Maharashtra,Pune,823821
891,1,1,Urban,Apartment,Karnataka,Hubli,1828103
720,2,2,Semi-Urban,Apartment,Tripura,Agartala,2456175
1225,3,4,Semi-Urban,Villa,Odisha,Rourkela,4592109
676,1,2,Urban,Apartment,Odisha,Bhubaneswar,2598447
595,1,1,Urban,Apartment,West Bengal,Durgapur,2901928
328,1,1,Urban,Apartment,Punjab,Amritsar,1448727
1918,2,1,Urban,Apartment,Uttar Pradesh,Ghaziabad,7432853
3570,5,2,Urban,Apartment,West Bengal,Durgapur,14254833
978,1,2,Urban,Apartment,Delhi,Rohini,1786851
353,1,1,Semi-Urban,Apartment,Karnataka,Hubli,559996
379,1,2,Urban,Villa,Maharashtra,Kalyan,940579
1176,1,1,Urban,Apartment,Jammu & Kashmir,Srinagar,4902133
1119,2,1,Urban,Apartment,Delhi,Delhi,18049134
3236,4,4,Urban,Apartment,Uttarakhand,Haridwar,13532434
509,1,2,Urban,Apartment,Uttar Pradesh,Noida,1115288
310,1,1,Urban,Apartment,Andhra Pradesh,Guntur,1492273
822,1,2,Urban,Apartment,Lakshadweep,Kavaratti,3456878
708,2,3,Semi-Urban,Duplex,Tamil Nadu,Chennai,4630353
1458,2,1,Urban,Duplex,Bihar,Patna,2671815
1197,2,2,Urban,Duplex,Maharashtra,Nagpur,5528835
763,1,1,Urban,Apartment,Punjab,Chandigarh,2602237
506,1,1,Urban,Apartment,Uttarakhand,Haridwar,2272654
1047,1,1,Urban,Apartment,Bihar,Bhagalpur,4030989
516,1,2,Urban,Apartment,Jammu & Kashmir,Srinagar,1946514
347,1,1,Urban,Apartment,Puducherry,Puducherry,1320088
1089,1,2,Urban,Apartment,Jharkhand,Jamshedpur,4029410
502,1,1,Urban,Apartment,Uttar Pradesh,Agra,1030267
906,1,2,Urban,Duplex,Maharashtra,Mumbai,26952448
491,1,2,Urban,Apartment,Andhra Pradesh,Vijayawada,2150610
312,1,2,Urban,Apartment,Bihar,Gaya,757448
3474,3,4,Urban,Apartment,Delhi,Rohini,6815790
5000,4,3,Urban,Apartment,Jharkhand,Ranchi,9317052
753,2,1,Semi-Urban,Apartment,West Bengal,Asansol,2475642
309,1,2,Urban,Apartment,Arunachal Pradesh,Itanagar,1302437
1199,2,1,Urban,Apartment,Madhya Pradesh,Gwalior,4312040
564,1,1,Urban,Apartment,Uttar Pradesh,Ghaziabad,2456480
1273,3,4,Semi-Urban,Villa,Delhi,Delhi,16995381
605,1,1,Urban,Apartment,Tripura,Agartala,2047524
546,1,1,Urban,Apartment,Rajasthan,Jaipur,2124928
2207,3,1,Urban,Apartment,Chhattisgarh,Bilaspur,12259424
791,2,3,Urban,Villa,Kerala,Kollam,3170999
324,1,2,Urban,Apartment,Uttar Pradesh,Lucknow,1539823
393,1,1,Urban,Apartment,Bihar,Bhagalpur,1534851
614,2,2,Semi-Urban,Apartment,Kerala,Kozhikode,1996605
1834,3,3,Urban,Villa,Jammu & Kashmir,Srinagar,7875190
436,1,2,Urban,Apartment,Goa,Panaji,924527
649,2,2,Urban,Apartment,Madhya Pradesh,Gwalior,2876046
2543,4,4,Semi-Urban,Apartment,Chhattisgarh,Bhilai,6968457
722,1,1,Urban,Apartment,Rajasthan,Jodhpur,3039227
1057,1,2,Urban,Apartment,Telangana,Hyderabad,7549399
745,1,1,Urban,Duplex,Maharashtra,Thane,1175659
1393,2,1,Urban,Apartment,Nagaland,Kohima,2919483
328,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,1307504
571,1,1,Urban,Apartment,Punjab,Ludhiana,2978337
656,1,1,Urban,Apartment,Bihar,Bhagalpur,3123660
659,2,2,Semi-Urban,Apartment,Uttar Pradesh,Ghaziabad,2079090
708,1,2,Urban,Apartment,Karnataka,Mysuru,1521333
433,1,2,Urban,Apartment,Jharkhand,Jamshedpur,2015510
1018,1,1,Semi-Urban,Apartment,Madhya Pradesh,Bhopal,2119408
307,1,1,Urban,Apartment,Madhya Pradesh,Indore,675761
1181,1,2,Urban,Villa,Madhya Pradesh,Gwalior,5477484
678,1,2,Semi-Urban,Villa,Arunachal Pradesh,Itanagar,3222207
1418,3,2,Urban,Apartment,Bihar,Gaya,3274929
641,1,1,Urban,Apartment,Delhi,Rohini,1521036
535,1,1,Urban,Villa,Jammu & Kashmir,Srinagar,2819417
583,1,2,Urban,Apartment,Himachal Pradesh,Shimla,1329256
1878,3,1,Urban,Apartment,Madhya Pradesh,Indore,3991507
1697,3,2,Urban,Duplex,Karnataka,Bengaluru,20355627
889,1,1,Urban,Apartment,Punjab,Chandigarh,3112140
1069,1,1,Urban,Apartment,Telangana,Warangal,4608159
2309,5,1,Urban,Apartment,Madhya Pradesh,Indore,4694996
409,1,1,Urban,Apartment,Maharashtra,Aurangabad,1636761
637,2,1,Semi-Urban,Apartment,Telangana,Nizamabad,1969179
419,1,2,Urban,Villa,Haryana,Panipat,1686278
543,1,2,Urban,Apartment,Tamil Nadu,Chennai,5064411
659,2,3,Urban,Apartment,Jammu & Kashmir,Srinagar,2726826
1311,2,3,Urban,Villa,Kerala,Kollam,8335118
793,2,2,Urban,Apartment,Maharashtra,Pune,1416076
2054,3,2,Urban,Duplex,Madhya Pradesh,Gwalior,8315104
650,2,3,Semi-Urban,Apartment,Chhattisgarh,Bhilai,2294594
503,1,1,Urban,Apartment,Chhattisgarh,Raipur,1832437
1030,2,2,Urban,Apartment,Odisha,Rourkela,5548036
1785,3,1,Urban,Villa,Maharashtra,Pune,5589088
647,1,1,Urban,Apartment,Delhi,New Delhi,11675310
573,1,2,Urban,Apartment,Delhi,Delhi,8423724
867,1,1,Semi-Urban,Apartment,Goa,Margao,1669301
1176,2,3,Urban,Apartment,Assam,Silchar,4342085
1185,2,1,Urban,Apartment,Haryana,Panipat,5394618
311,1,1,Urban,Apartment,Maharashtra,Kolhapur,1210449
650,2,2,Urban,Apartment,Tripura,Agartala,2963350
675,1,1,Urban,Duplex,Maharashtra,Pune,1657981
911,2,2,Urban,Apartment,Uttarakhand,Dehradun,3504433
614,2,3,Urban,Villa,Chhattisgarh,Raipur,3122626
1169,2,2,Urban,Villa,Arunachal Pradesh,Itanagar,4665435
2553,5,3,Urban,Apartment,Maharashtra,Nagpur,11874404
548,1,1,Urban,Apartment,Maharashtra,Kolhapur,2604054
1591,2,3,Urban,Apartment,West Bengal,Asansol,6959730
301,1,1,Urban,Villa,Bihar,Gaya,621774
2509,5,4,Urban,Villa,West Bengal,Siliguri,11515367
1088,2,1,Urban,Apartment,Uttar Pradesh,Kanpur,3189861
2133,5,2,Urban,Villa,Rajasthan,Udaipur,10987586
2939,3,3,Urban,Apartment,Karnataka,Hubli,6697401
366,1,2,Semi-Urban,Villa,Delhi,Rohini,736862
336,1,2,Urban,Duplex,Maharashtra,Nagpur,1390157
1317,2,1,Urban,Apartment,Maharashtra,Thane,2672793
613,2,1,Urban,Villa,West Bengal,Durgapur,3689558
345,1,1,Urban,Apartment,Goa,Panaji,638007
805,1,1,Semi-Urban,Apartment,Jammu & Kashmir,Jammu,1439603
2471,5,2,Urban,Apartment,Punjab,Ludhiana,9240703
766,1,1,Urban,Apartment,Uttarakhand,Haridwar,2794391
981,1,2,Urban,Apartment,Uttar Pradesh,Lucknow,4602284
690,1,1,Urban,Duplex,Telangana,Hyderabad,5769359
2128,3,4,Urban,Apartment,Delhi,Delhi,30780751
814,2,3,Urban,Villa,Chhattisgarh,Bhilai,4738965
532,1,2,Urban,Apartment,Andhra Pradesh,Visakhapatnam,2079631
1447,3,1,Urban,Apartment,Jammu & Kashmir,Jammu,3034293
1763,2,2,Urban,Apartment,Maharashtra,Nagpur,7620455
476,1,1,Urban,Apartment,Manipur,Imphal,782649
795,1,1,Urban,Apartment,Uttar Pradesh,Lucknow,3553668
1800,3,2,Urban,Villa,Gujarat,Ahmedabad,10907334
604,2,2,Urban,Apartment,Lakshadweep,Kavaratti,2143561
892,1,1,Semi-Urban,Apartment,Uttar Pradesh,Ghaziabad,3066929
1654,3,2,Semi-Urban,Apartment,Arunachal Pradesh,Itanagar,6253703
844,1,2,Urban,Villa,Maharashtra,Nagpur,4528097
757,2,1,Semi-Urban,Apartment,Gujarat,Vadodara,2695453
923,1,2,Urban,Apartment,Jammu & Kashmir,Srinagar,3793705
1431,2,1,Semi-Urban,Apartment,Madhya Pradesh,Gwalior,3890433
356,1,2,Urban,Apartment,Himachal Pradesh,Shimla,697681
703,2,2,Semi-Urban,Apartment,Bihar,Patna,1076723
1609,2,1,Urban,Villa,Punjab,Amritsar,7304485
2308,3,1,Urban,Villa,Himachal Pradesh,Dharamshala,15012379
402,1,1,Urban,Apartment,Manipur,Imphal,843844
2132,4,1,Urban,Apartment,Himachal Pradesh,Shimla,5000376
507,1,2,Urban,Apartment,Delhi,Dwarka,1180610
1843,3,2,Urban,Apartment,Kerala,Kochi,3263839
1104,1,1,Urban,Apartment,Delhi,New Delhi,17346405
361,1,2,Urban,Apartment,Punjab,Jalandhar,1619005
537,1,2,Urban,Apartment,Jammu & Kashmir,Srinagar,2194168
577,1,2,Urban,Villa,Kerala,Kollam,3247443
1510,3,3,Urban,Apartment,Maharashtra,Mumbai,51511785
444,1,2,Urban,Apartment,Maharashtra,Pune,746753
1104,2,3,Urban,Apartment,Madhya Pradesh,Gwalior,2571449
620,1,2,Urban,Apartment,Haryana,Faridabad,2514573
1332,3,1,Urban,Villa,Maharashtra,Nagpur,7247684
1095,2,2,Semi-Urban,Apartment,Tamil Nadu,Chennai,8772634
326,1,1,Urban,Apartment,Assam,Guwahati,1230161
469,1,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,2067497
327,1,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,1710704
1401,2,2,Urban,Apartment,Chhattisgarh,Bhilai,6601325
305,1,2,Urban,Apartment,Manipur,Imphal,731128
948,1,2,Urban,Villa,Bihar,Bhagalpur,4629229
1736,2,2,Urban,Apartment,Delhi,New Delhi,33218193
2670,4,4,Urban,Apartment,Jharkhand,Ranchi,5607975
2039,5,3,Urban,Apartment,Madhya Pradesh,Gwalior,10245625
701,1,1,Urban,Villa,Andhra Pradesh,Vijayawada,4256441
398,1,2,Urban,Apartment,Karnataka,Mangalore,1522888
1634,3,4,Urban,Apartment,Haryana,Gurgaon,7318957
385,1,2,Urban,Villa,Chhattisgarh,Bhilai,2384452
900,2,1,Urban,Apartment,Uttar Pradesh,Kanpur,3091272
1407,2,2,Urban,Apartment,Himachal Pradesh,Shimla,2860190
657,1,1,Urban,Apartment,Gujarat,Vadodara,2775183
595,1,1,Urban,Apartment,Telangana,Warangal,2938188
1346,3,4,Urban,Apartment,Telangana,Nizamabad,6260121
464,1,2,Urban,Duplex,Chhattisgarh,Raipur,2052197
655,1,2,Semi-Urban,Apartment,Maharashtra,Thane,979126
608,2,3,Urban,Apartment,Madhya Pradesh,Bhopal,1235202
1073,1,2,Semi-Urban,Apartment,Punjab,Ludhiana,3724766
812,1,1,Urban,Apartment,Odisha,Cuttack,3264272
1453,3,2,Urban,Villa,Uttar Pradesh,Ghaziabad,7674378
626,1,1,Semi-Urban,Apartment,Haryana,Gurgaon,1928628
830,1,2,Semi-Urban,Apartment,Jammu & Kashmir,Jammu,1453899
381,1,2,Urban,Apartment,Karnataka,Bengaluru,3234831
836,2,3,Semi-Urban,Apartment,Uttar Pradesh,Ghaziabad,2517294
539,1,2,Semi-Urban,Apartment,Andhra Pradesh,Guntur,1899719
423,1,2,Urban,Apartment,Bihar,Patna,1145889
540,1,2,Urban,Apartment,Punjab,Chandigarh,2098629
676,1,1,Urban,Apartment,Assam,Silchar,3139355
476,1,1,Urban,Apartment,Madhya Pradesh,Gwalior,1835395
1227,3,1,Urban,Apartment,Chhattisgarh,Bilaspur,4739458
445,1,2,Urban,Apartment,West Bengal,Asansol,1942239
398,1,2,Urban,Apartment,Chhattisgarh,Bhilai,1539544
1010,1,1,Semi-Urban,Apartment,Maharashtra,Thane,1477865
381,1,1,Urban,Apartment,Nagaland,Kohima,926878
892,1,2,Semi-Urban,Villa,Uttar Pradesh,Ghaziabad,4465042
710,1,1,Urban,Apartment,Chhattisgarh,Bilaspur,3116501
1365,2,1,Urban,Villa,Bihar,Patna,2630268
1069,2,3,Urban,Apartment,Jammu & Kashmir,Jammu,2289024
846,1,1,Semi-Urban,Apartment,Telangana,Hyderabad,7019817
586,1,2,Urban,Apartment,Uttar Pradesh,Lucknow,2641652
303,1,1,Urban,Apartment,Bihar,Muzaffarpur,1127237
1006,1,1,Urban,Apartment,Telangana,Nizamabad,3907654
3464,5,1,Semi-Urban,Apartment,Maharashtra,Nashik,7514281
944,1,2,Urban,Apartment,Haryana,Faridabad,3040221
904,2,3,Urban,Apartment,Rajasthan,Jodhpur,3170357
760,2,2,Urban,Duplex,Haryana,Panipat,2729420
833,2,2,Urban,Apartment,West Bengal,Kolkata,6015746
305,1,1,Urban,Duplex,Maharashtra,Nashik,680858
1300,3,4,Urban,Apartment,Uttarakhand,Dehradun,5305152
598,1,2,Semi-Urban,Duplex,Uttar Pradesh,Kanpur,2067512
1063,2,3,Urban,Villa,Lakshadweep,Kavaratti,5920367
2860,3,1,Urban,Villa,Gujarat,Surat,5990459
523,1,1,Urban,Apartment,Karnataka,Bengaluru,5265847
678,1,1,Urban,Apartment,Odisha,Cuttack,2798785
1022,1,1,Urban,Villa,Tamil Nadu,Coimbatore,6391240
1685,2,1,Urban,Apartment,Assam,Guwahati,6618778
311,1,2,Urban,Villa,Bihar,Muzaffarpur,1168517
893,2,1,Urban,Villa,Lakshadweep,Kavaratti,5215334
953,2,1,Urban,Apartment,Delhi,Karol Bagh,4115328
309,1,1,Urban,Duplex,Maharashtra,Pune,561797
1422,3,3,Urban,Apartment,Karnataka,Dharwad,6681547
1293,2,3,Urban,Apartment,Madhya Pradesh,Bhopal,2488435
1055,2,1,Urban,Apartment,Telangana,Hyderabad,11115878
1469,3,3,Urban,Apartment,Tamil Nadu,Coimbatore,5906894
585,1,1,Urban,Apartment,Kerala,Kozhikode,2499757
1439,3,3,Semi-Urban,Villa,Delhi,New Delhi,29914692
364,1,1,Urban,Apartment,Uttar Pradesh,Agra,735616
1004,1,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,3430335
1198,2,1,Urban,Duplex,Bihar,Gaya,2711352
591,1,2,Urban,Villa,Punjab,Jalandhar,3068782
359,1,2,Urban,Villa,Delhi,Karol Bagh,1947291
300,1,1,Urban,Apartment,Maharashtra,Nashik,642810
517,1,1,Urban,Villa,Tripura,Agartala,2351767
717,2,2,Semi-Urban,Villa,Uttar Pradesh,Kanpur,2590166
773,2,2,Urban,Apartment,Himachal Pradesh,Dharamshala,2533472
434,1,1,Urban,Apartment,Jharkhand,Dhanbad,1703064
4098,4,4,Urban,Apartment,Uttarakhand,Haridwar,15593202
955,2,2,Urban,Apartment,Punjab,Amritsar,4242299
666,1,1,Urban,Apartment,Punjab,Chandigarh,2283893
1449,3,2,Semi-Urban,Apartment,Gujarat,Ahmedabad,4383581
3360,4,1,Urban,Apartment,Delhi,Saket,7604340
