Area_sqft,Bedrooms,Bathroom,Location_Type,House_Type,State,City,Price
1491,2,2,Rural,Apartment,Karnataka,Mysuru,4834283
1293,3,2,Rural,Apartment,Gujarat,Surat,4609948
4224,1,3,Urban,Duplex,Delhi (UT),Delhi,11618733
4913,1,3,Semiurban,Villa,Uttar Pradesh,Varanasi,13241323
1456,3,2,Urban,Apartment,Uttar Pradesh,Kanpur,4850383
2363,5,4,Semiurban,Apartment,Rajasthan,Udaipur,7943469
2914,2,5,Rural,Duplex,Gujarat,Rajkot,9213873
3473,3,5,Urban,Villa,Tamil Nadu,Chennai,10458513
3064,2,3,Rural,Villa,Madhya Pradesh,Bhopal,9045469
3177,1,2,Rural,Apartment,Karnataka,Hubli,8777235
627,5,3,Semiurban,Apartment,Bihar,Gaya,3460041
1389,3,1,Urban,Villa,Rajasthan,Jodhpur,4432999
4996,5,3,Urban,Apartment,West Bengal,Kolkata,14094318
1604,1,1,Urban,Duplex,Delhi (UT),Delhi,4883608
1177,3,5,Urban,Apartment,Maharashtra,Pune,4517025
4947,1,2,Rural,Apartment,Maharashtra,Mumbai,13156829
3559,4,4,Urban,Duplex,Rajasthan,Udaipur,10625926
2769,1,1,Rural,Apartment,Madhya Pradesh,Bhopal,7837063
1567,2,2,Rural,Apartment,Karnataka,Mysuru,5093635
4307,4,2,Rural,Villa,West Bengal,Durgapur,12505087
1452,1,2,Urban,Duplex,Madhya Pradesh,Bhopal,4605591
1927,3,3,Rural,Villa,Karnataka,Mangalore,6450653
3659,5,2,Urban,Villa,Delhi (UT),Delhi,10796217
3550,3,5,Semiurban,Villa,Delhi (UT),Delhi,10750998
3355,5,2,Rural,Apartment,Karnataka,Hubli,10053465
4879,5,4,Urban,Villa,Uttar Pradesh,Kanpur,14245369
1086,3,1,Semiurban,Apartment,Gujarat,Ahmedabad,3672071
2128,4,1,Rural,Duplex,West Bengal,Durgapur,6894148
3053,5,4,Rural,Villa,Madhya Pradesh,Indore,9700713
3296,4,5,Urban,Villa,Uttar Pradesh,Varanasi,10044940
4096,2,1,Rural,Villa,Maharashtra,Nashik,11223837
4548,3,3,Rural,Duplex,Gujarat,Ahmedabad,13000335
2443,5,2,Urban,Apartment,West Bengal,Siliguri,7764027
1581,1,3,Rural,Villa,Bihar,Bhagalpur,5060248
634,2,4,Urban,Villa,Madhya Pradesh,Indore,2926448
4853,2,4,Rural,Duplex,West Bengal,Kolkata,13916461
3279,3,4,Urban,Duplex,Bihar,Gaya,9888329
2948,4,5,Semiurban,Villa,Uttar Pradesh,Noida,9298826
3384,2,1,Rural,Apartment,Madhya Pradesh,Gwalior,9454286
4751,4,4,Semiurban,Apartment,Uttar Pradesh,Agra,13663070
3820,5,1,Rural,Villa,Uttar Pradesh,Agra,11313062
3580,5,2,Semiurban,Villa,Uttar Pradesh,Agra,10794293
2399,3,3,Semiurban,Duplex,Uttar Pradesh,Noida,7668690
4194,3,3,Semiurban,Duplex,Rajasthan,Kota,12042670
1470,2,5,Urban,Apartment,Rajasthan,Jodhpur,4955769
4235,2,3,Urban,Duplex,Uttar Pradesh,Agra,12012459
2529,4,3,Urban,Duplex,Tamil Nadu,Madurai,8035452
4307,1,5,Rural,Apartment,Delhi (UT),Delhi,12085869
2145,2,1,Urban,Apartment,Tamil Nadu,Madurai,6119376
3818,4,5,Urban,Duplex,Delhi (UT),Delhi,11697723
2327,1,4,Urban,Duplex,Maharashtra,Nagpur,7013056
3938,2,1,Rural,Villa,Uttar Pradesh,Agra,11047515
3496,3,1,Rural,Villa,Karnataka,Mangalore,10161312
3999,3,3,Rural,Duplex,West Bengal,Kolkata,11661354
4389,3,2,Rural,Apartment,Rajasthan,Jodhpur,12248823
3297,1,1,Semiurban,Apartment,Tamil Nadu,Salem,8801600
3257,5,1,Urban,Villa,Tamil Nadu,Coimbatore,9663001
2415,2,2,Rural,Duplex,Karnataka,Hubli,7447067
4831,5,3,Rural,Apartment,Rajasthan,Kota,13813221
3808,3,5,Semiurban,Apartment,Uttar Pradesh,Agra,11300181
4118,2,5,Rural,Villa,Rajasthan,Jaipur,12125838
659,2,2,Urban,Villa,West Bengal,Durgapur,2592727
3689,4,1,Urban,Villa,Gujarat,Ahmedabad,10498188
1970,1,4,Semiurban,Apartment,Rajasthan,Udaipur,5954450
864,4,4,Rural,Duplex,Uttar Pradesh,Noida,4363061
1572,1,5,Rural,Duplex,Delhi (UT),Delhi,5548737
1906,4,5,Semiurban,Apartment,Delhi (UT),Delhi,6615258
3362,4,5,Urban,Apartment,Maharashtra,Pune,10146278
887,1,5,Rural,Apartment,West Bengal,Siliguri,3607275
3947,5,3,Semiurban,Apartment,Bihar,Gaya,11763317
3516,3,3,Semiurban,Duplex,Maharashtra,Mumbai,10370549
2441,4,1,Semiurban,Duplex,Delhi (UT),Delhi,7616210
3191,1,5,Rural,Villa,Rajasthan,Jaipur,9452494
1970,5,4,Semiurban,Villa,Karnataka,Mangalore,6846173
4392,3,5,Semiurban,Villa,West Bengal,Howrah,12844767
3955,4,2,Rural,Duplex,Tamil Nadu,Salem,11587742
4088,1,2,Semiurban,Duplex,Madhya Pradesh,Jabalpur,11272931
4653,5,5,Rural,Duplex,Rajasthan,Udaipur,14169727
3260,3,2,Semiurban,Apartment,Delhi (UT),Delhi,9446957
929,5,3,Rural,Duplex,Delhi (UT),Delhi,4407706
4325,4,3,Urban,Apartment,Rajasthan,Jaipur,12191696
4447,5,5,Rural,Apartment,Delhi (UT),Delhi,13245075
2603,5,1,Semiurban,Villa,Uttar Pradesh,Lucknow,8235235
1644,2,2,Urban,Villa,Gujarat,Ahmedabad,5022191
4146,1,4,Urban,Duplex,West Bengal,Durgapur,11728367
4639,3,1,Rural,Duplex,Gujarat,Rajkot,12949360
1490,3,2,Semiurban,Villa,Rajasthan,Jaipur,4961121
3111,5,4,Urban,Duplex,Karnataka,Hubli,9853356
4216,1,5,Rural,Duplex,Bihar,Patna,12091096
1179,3,4,Rural,Villa,Gujarat,Surat,4550495
4686,3,4,Semiurban,Apartment,Uttar Pradesh,Agra,13260721
1348,3,4,Semiurban,Apartment,Uttar Pradesh,Varanasi,4777564
4650,4,3,Rural,Duplex,Uttar Pradesh,Noida,13414263
2917,2,2,Semiurban,Villa,Tamil Nadu,Salem,8325996
2209,5,5,Urban,Apartment,Uttar Pradesh,Lucknow,7639817
1148,1,3,Urban,Villa,Gujarat,Rajkot,3939072
793,1,3,Urban,Duplex,Delhi (UT),Delhi,3191893
4904,4,5,Urban,Villa,West Bengal,Kolkata,14287307
3378,2,4,Semiurban,Duplex,Rajasthan,Jodhpur,10075526
3171,3,5,Semiurban,Apartment,Uttar Pradesh,Lucknow,9509531
4609,1,2,Semiurban,Apartment,Bihar,Bhagalpur,12216131
1715,5,3,Semiurban,Villa,Tamil Nadu,Madurai,6028906
2572,4,5,Rural,Duplex,Madhya Pradesh,Gwalior,8673726
3189,3,3,Urban,Duplex,Karnataka,Bengaluru,9631241
2287,2,1,Rural,Apartment,Madhya Pradesh,Bhopal,6786992
4589,5,2,Urban,Villa,Madhya Pradesh,Gwalior,13013247
2498,1,1,Rural,Villa,Karnataka,Mysuru,7195972
1257,2,4,Rural,Duplex,West Bengal,Howrah,4718953
4416,1,3,Urban,Villa,Gujarat,Ahmedabad,12138730
2283,5,3,Rural,Apartment,West Bengal,Durgapur,7723980
3915,4,1,Urban,Apartment,Madhya Pradesh,Bhopal,10979709
2044,5,1,Semiurban,Duplex,Karnataka,Mysuru,6843598
651,3,2,Urban,Villa,Uttar Pradesh,Lucknow,2990201
1059,4,4,Urban,Villa,West Bengal,Kolkata,4270009
3824,1,1,Rural,Apartment,Gujarat,Surat,10231272
2158,1,2,Urban,Villa,Madhya Pradesh,Jabalpur,6369964
1658,1,1,Rural,Apartment,Gujarat,Surat,4893299
4322,2,5,Semiurban,Villa,Gujarat,Vadodara,12312639
2326,4,3,Rural,Apartment,Delhi (UT),Delhi,7410855
4622,4,1,Semiurban,Villa,Rajasthan,Jaipur,13032334
1639,4,2,Urban,Villa,Gujarat,Ahmedabad,5445679
3742,3,3,Rural,Apartment,Delhi (UT),Delhi,10834247
1443,4,2,Semiurban,Apartment,Rajasthan,Kota,5174795
2186,5,4,Urban,Apartment,West Bengal,Howrah,7138273
2373,3,2,Rural,Apartment,Maharashtra,Nashik,7331434
1447,5,2,Semiurban,Duplex,Delhi (UT),Delhi,5469004
3890,3,3,Urban,Villa,Karnataka,Mangalore,10970749
2048,1,1,Semiurban,Apartment,Tamil Nadu,Salem,5852019
4500,4,2,Rural,Villa,Bihar,Patna,12892691
2695,5,2,Urban,Duplex,Delhi (UT),Delhi,8512855
4994,2,1,Rural,Villa,Maharashtra,Nashik,13548248
1537,2,1,Urban,Villa,Rajasthan,Jaipur,4690908
2662,3,3,Urban,Villa,Delhi (UT),Delhi,8086900
4059,2,1,Semiurban,Duplex,Tamil Nadu,Salem,11385373
4560,1,3,Rural,Villa,Rajasthan,Udaipur,12559460
3423,3,2,Urban,Villa,Maharashtra,Mumbai,9876313
2000,4,2,Urban,Duplex,Bihar,Muzaffarpur,6410596
3303,5,2,Rural,Duplex,West Bengal,Howrah,10266881
3109,2,1,Urban,Apartment,Madhya Pradesh,Gwalior,8640445
1345,1,3,Semiurban,Apartment,Madhya Pradesh,Bhopal,4277391
1822,1,3,Urban,Duplex,Karnataka,Mangalore,5778348
2250,4,2,Semiurban,Duplex,Gujarat,Surat,7411394
951,1,4,Semiurban,Duplex,Gujarat,Vadodara,3877756
4495,2,5,Rural,Villa,Karnataka,Bengaluru,12876046
3010,1,3,Semiurban,Villa,Karnataka,Bengaluru,8584577
2102,2,4,Semiurban,Villa,Tamil Nadu,Coimbatore,6680329
3649,1,1,Rural,Apartment,Rajasthan,Udaipur,9805374
4289,4,4,Urban,Villa,Karnataka,Mangalore,12435249
2441,2,4,Semiurban,Duplex,Delhi (UT),Delhi,7593269
726,1,1,Urban,Villa,Tamil Nadu,Chennai,2526124
2642,4,5,Urban,Duplex,Gujarat,Surat,8538660
2054,3,2,Semiurban,Apartment,Tamil Nadu,Madurai,6235391
4425,2,2,Semiurban,Apartment,Delhi (UT),Delhi,12217618
3545,2,4,Semiurban,Duplex,West Bengal,Kolkata,10440191
2260,3,3,Semiurban,Apartment,Tamil Nadu,Madurai,7101083
1856,2,2,Semiurban,Apartment,Uttar Pradesh,Kanpur,5521873
2749,1,3,Urban,Villa,Delhi (UT),Delhi,7978255
4153,4,4,Semiurban,Apartment,Tamil Nadu,Coimbatore,12122758
3840,4,4,Semiurban,Apartment,Karnataka,Hubli,11325772
4714,2,5,Semiurban,Apartment,Bihar,Patna,13294421
2382,5,4,Rural,Duplex,Bihar,Bhagalpur,8300992
3857,2,1,Rural,Apartment,West Bengal,Kolkata,10659605
1765,4,1,Semiurban,Apartment,Karnataka,Mysuru,5777759
4599,2,1,Urban,Apartment,Madhya Pradesh,Gwalior,12351559
796,4,4,Urban,Duplex,Madhya Pradesh,Gwalior,3700030
3316,5,4,Rural,Villa,Rajasthan,Kota,10288581
1668,3,2,Semiurban,Villa,Gujarat,Vadodara,5369329
4158,4,1,Semiurban,Villa,Madhya Pradesh,Gwalior,11905574
3491,2,3,Rural,Villa,Delhi (UT),Delhi,10213945
3290,5,1,Urban,Duplex,Madhya Pradesh,Gwalior,9901285
3441,5,1,Urban,Duplex,West Bengal,Kolkata,10163997
3193,4,2,Semiurban,Apartment,Madhya Pradesh,Gwalior,9334731
1289,4,2,Semiurban,Duplex,Bihar,Patna,4950501
1135,3,2,Rural,Apartment,West Bengal,Durgapur,4227613
2023,2,4,Rural,Apartment,Tamil Nadu,Coimbatore,6559864
2280,2,3,Urban,Duplex,Maharashtra,Nagpur,7040983
4107,3,2,Urban,Duplex,West Bengal,Kolkata,11750625
4887,2,5,Rural,Duplex,Karnataka,Hubli,14110044
3138,4,1,Semiurban,Apartment,Karnataka,Mysuru,9111209
2545,5,2,Rural,Villa,Tamil Nadu,Chennai,8340842
2727,3,2,Semiurban,Duplex,Tamil Nadu,Coimbatore,8172362
664,2,1,Semiurban,Duplex,West Bengal,Siliguri,2723966
2567,1,5,Urban,Duplex,Rajasthan,Kota,7888075
3922,3,4,Semiurban,Apartment,Maharashtra,Nagpur,11305894
3168,1,2,Rural,Apartment,Tamil Nadu,Salem,8939054
995,3,4,Urban,Apartment,Madhya Pradesh,Jabalpur,3914867
1146,2,4,Urban,Apartment,Uttar Pradesh,Varanasi,4220457
3241,1,4,Semiurban,Apartment,Gujarat,Surat,9078997
2217,2,4,Rural,Villa,Delhi (UT),Delhi,7163833
3848,1,1,Urban,Duplex,Maharashtra,Mumbai,10505209
1101,3,2,Rural,Villa,Tamil Nadu,Chennai,4168473
1643,2,1,Rural,Villa,Delhi (UT),Delhi,5259401
2716,3,5,Urban,Apartment,Delhi (UT),Delhi,8379083
4838,4,2,Urban,Apartment,Delhi (UT),Delhi,13370535
4621,2,1,Rural,Villa,Tamil Nadu,Coimbatore,12590570
4931,3,3,Urban,Duplex,Madhya Pradesh,Indore,13883577
2222,5,5,Urban,Duplex,Delhi (UT),Delhi,7624774
1457,4,3,Rural,Apartment,Karnataka,Hubli,5320116
4994,2,4,Urban,Duplex,Uttar Pradesh,Varanasi,13992000
1414,5,4,Urban,Duplex,Uttar Pradesh,Kanpur,5491104
4457,3,4,Semiurban,Apartment,Rajasthan,Kota,12602235
2032,2,2,Rural,Duplex,Rajasthan,Udaipur,6520753
3858,4,1,Urban,Apartment,Bihar,Patna,10747592
668,4,1,Semiurban,Apartment,Rajasthan,Kota,3066221
2482,3,2,Semiurban,Apartment,Maharashtra,Nagpur,7360626
4635,5,1,Semiurban,Apartment,Maharashtra,Nashik,12964513
2211,3,3,Semiurban,Villa,Tamil Nadu,Coimbatore,7050246
838,2,4,Urban,Apartment,Karnataka,Bengaluru,3227953
3436,3,2,Semiurban,Villa,Maharashtra,Mumbai,9944210
976,5,3,Urban,Duplex,Tamil Nadu,Coimbatore,4333842
4683,3,3,Urban,Duplex,West Bengal,Howrah,13117871
2253,1,2,Semiurban,Apartment,Karnataka,Mysuru,6529994
1318,2,3,Semiurban,Villa,Gujarat,Vadodara,4730739
994,1,4,Semiurban,Villa,Karnataka,Hubli,3844537
4747,4,2,Rural,Apartment,Bihar,Bhagalpur,13449536
2754,5,3,Semiurban,Villa,Rajasthan,Kota,8805413
4931,5,4,Rural,Apartment,Maharashtra,Mumbai,14494461
2712,1,3,Rural,Apartment,Madhya Pradesh,Indore,7751826
3403,4,2,Rural,Villa,Delhi (UT),Delhi,10263173
1358,1,3,Rural,Duplex,Rajasthan,Jaipur,4674539
4403,3,3,Urban,Apartment,Karnataka,Bengaluru,12199258
3617,5,5,Rural,Duplex,Delhi (UT),Delhi,11380623
2990,4,1,Rural,Duplex,Delhi (UT),Delhi,9065208
2568,1,2,Urban,Villa,Rajasthan,Jodhpur,7187470
2993,3,4,Urban,Apartment,Rajasthan,Kota,8875024
4209,3,5,Rural,Apartment,Maharashtra,Nashik,12375200
2491,4,5,Rural,Apartment,Uttar Pradesh,Lucknow,8310987
2717,2,1,Semiurban,Villa,Tamil Nadu,Coimbatore,7731709
3426,5,3,Rural,Apartment,West Bengal,Howrah,10402234
2802,4,1,Rural,Villa,Tamil Nadu,Coimbatore,8623596
3087,3,2,Semiurban,Apartment,Uttar Pradesh,Agra,8827555
1892,4,2,Semiurban,Villa,Tamil Nadu,Chennai,6357303
4347,5,5,Urban,Apartment,Maharashtra,Nashik,12722876
4595,1,1,Semiurban,Villa,Rajasthan,Kota,12316053
3793,2,3,Urban,Duplex,Karnataka,Bengaluru,10820612
1192,5,1,Urban,Duplex,Madhya Pradesh,Indore,4547858
3034,4,1,Urban,Apartment,Tamil Nadu,Chennai,8631168
4364,3,2,Rural,Villa,Karnataka,Mysuru,12440171
3457,3,2,Semiurban,Villa,Karnataka,Mysuru,9914219
2401,1,1,Rural,Apartment,Tamil Nadu,Madurai,6712368
3370,1,2,Rural,Apartment,West Bengal,Howrah,9330357
2822,1,2,Urban,Apartment,Bihar,Patna,7711292
1118,1,4,Urban,Villa,West Bengal,Siliguri,3958970
4543,2,2,Semiurban,Villa,Madhya Pradesh,Indore,12418655
2319,3,5,Semiurban,Duplex,Rajasthan,Kota,7815537
2615,3,2,Rural,Villa,Maharashtra,Nashik,7842601
1167,5,4,Urban,Villa,Madhya Pradesh,Gwalior,4985759
967,4,5,Urban,Duplex,Tamil Nadu,Coimbatore,4435236
1601,1,4,Semiurban,Duplex,Delhi (UT),Delhi,5386156
3584,4,4,Semiurban,Villa,Maharashtra,Nagpur,10872927
1790,2,2,Rural,Villa,Tamil Nadu,Madurai,5706686
3131,2,4,Urban,Villa,Maharashtra,Nagpur,9046985
2483,2,5,Semiurban,Apartment,Delhi (UT),Delhi,7547364
2684,5,5,Semiurban,Duplex,Rajasthan,Udaipur,8934588
4475,1,1,Rural,Apartment,Gujarat,Vadodara,11909362
1967,1,5,Rural,Apartment,Rajasthan,Udaipur,6346606
1606,4,1,Rural,Duplex,Tamil Nadu,Salem,5582250
3677,5,4,Rural,Duplex,Uttar Pradesh,Noida,11535518
4807,5,5,Urban,Villa,Tamil Nadu,Madurai,14086178
2978,2,2,Rural,Duplex,Rajasthan,Udaipur,8932282
3977,3,3,Semiurban,Apartment,Gujarat,Surat,11234740
3812,4,2,Semiurban,Villa,Tamil Nadu,Madurai,10970935
1095,5,5,Rural,Duplex,Uttar Pradesh,Lucknow,5269119
2335,1,1,Rural,Duplex,Delhi (UT),Delhi,6776584
4603,1,1,Urban,Apartment,Rajasthan,Jodhpur,12074184
3378,5,2,Urban,Apartment,Bihar,Muzaffarpur,9861009
4423,3,4,Semiurban,Duplex,Tamil Nadu,Coimbatore,12820124
3361,1,1,Rural,Duplex,West Bengal,Siliguri,9294175
2260,4,1,Semiurban,Villa,Maharashtra,Pune,7078020
1156,4,5,Rural,Apartment,Bihar,Patna,4939308
2595,2,4,Rural,Villa,Tamil Nadu,Madurai,8176285
676,4,1,Semiurban,Apartment,Bihar,Muzaffarpur,3105764
4659,1,1,Semiurban,Apartment,Karnataka,Bengaluru,12362020
4811,3,4,Urban,Duplex,Uttar Pradesh,Varanasi,13570088
3142,3,2,Urban,Apartment,Maharashtra,Nashik,9112667
1294,3,2,Urban,Duplex,Maharashtra,Aurangabad,4536101
985,2,2,Urban,Duplex,Maharashtra,Nashik,3758661
2432,5,3,Semiurban,Duplex,Tamil Nadu,Coimbatore,8225514
2652,1,4,Rural,Apartment,Delhi (UT),Delhi,7995016
755,2,4,Urban,Apartment,Rajasthan,Jodhpur,3195685
1248,1,2,Urban,Villa,Uttar Pradesh,Varanasi,3860435
1839,3,2,Rural,Duplex,Delhi (UT),Delhi,6103380
3807,5,2,Rural,Duplex,Maharashtra,Pune,11421878
4140,1,1,Rural,Apartment,Tamil Nadu,Madurai,11140811
2065,3,3,Semiurban,Duplex,West Bengal,Durgapur,6881917
2329,4,2,Semiurban,Duplex,Gujarat,Ahmedabad,7361751
2672,3,4,Urban,Duplex,Rajasthan,Jaipur,8411576
781,5,2,Rural,Duplex,Karnataka,Hubli,3827508
3493,1,3,Urban,Apartment,Delhi (UT),Delhi,9492223
4434,2,2,Urban,Villa,West Bengal,Durgapur,12017706
2332,2,2,Urban,Apartment,Maharashtra,Nashik,6845044
2181,3,4,Urban,Villa,Tamil Nadu,Coimbatore,7107350
2383,3,4,Semiurban,Villa,Tamil Nadu,Coimbatore,7640383
895,5,5,Semiurban,Duplex,Uttar Pradesh,Varanasi,4489560
2051,4,2,Urban,Villa,Madhya Pradesh,Gwalior,6442522
2837,1,3,Semiurban,Apartment,Bihar,Gaya,7969933
4367,5,3,Rural,Duplex,Karnataka,Bengaluru,13024898
767,2,4,Semiurban,Duplex,Tamil Nadu,Coimbatore,3401878
1931,1,5,Semiurban,Apartment,Uttar Pradesh,Lucknow,6048920
4747,4,2,Rural,Duplex,Tamil Nadu,Salem,13665276
935,1,4,Semiurban,Duplex,Madhya Pradesh,Jabalpur,3550546
1090,5,1,Semiurban,Apartment,Rajasthan,Jodhpur,4286953
2311,5,2,Semiurban,Apartment,Uttar Pradesh,Kanpur,7310840
1085,2,4,Rural,Apartment,Delhi (UT),Delhi,4221101
4188,5,2,Rural,Apartment,Maharashtra,Nagpur,12112282
1787,2,5,Rural,Duplex,Rajasthan,Jodhpur,6246767
4714,2,5,Semiurban,Duplex,Karnataka,Mangalore,13404485
3291,3,2,Rural,Duplex,Karnataka,Mangalore,9662154
3454,3,4,Semiurban,Apartment,Rajasthan,Jaipur,10279314
1863,4,1,Rural,Villa,Delhi (UT),Delhi,6276539
2258,3,3,Semiurban,Villa,Rajasthan,Udaipur,7252833
1888,2,5,Rural,Apartment,Tamil Nadu,Madurai,6200823
741,1,4,Urban,Duplex,Madhya Pradesh,Indore,3172184
2395,4,3,Rural,Villa,Maharashtra,Nagpur,7739313
3115,3,5,Rural,Villa,West Bengal,Siliguri,9660442
1530,1,3,Urban,Duplex,Uttar Pradesh,Agra,5067318
4514,5,3,Semiurban,Duplex,Maharashtra,Pune,13357497
3417,2,3,Urban,Apartment,Maharashtra,Nashik,9527240
2040,3,3,Rural,Duplex,Maharashtra,Nagpur,6844860
1646,4,1,Rural,Villa,West Bengal,Siliguri,5536560
2895,2,2,Semiurban,Villa,Karnataka,Mangalore,8325491
3509,2,2,Semiurban,Duplex,Rajasthan,Kota,9981718
3578,2,2,Rural,Villa,West Bengal,Siliguri,10316938
805,3,1,Rural,Duplex,Madhya Pradesh,Indore,3448063
3288,1,5,Urban,Duplex,Rajasthan,Kota,9580321
3863,3,2,Urban,Apartment,Tamil Nadu,Salem,10857557
3917,3,3,Semiurban,Duplex,Delhi (UT),Delhi,11362248
2086,3,4,Urban,Apartment,Gujarat,Surat,6552019
3547,5,1,Urban,Duplex,Uttar Pradesh,Varanasi,10545211
4927,4,5,Rural,Villa,Tamil Nadu,Chennai,14551101
1410,4,2,Rural,Apartment,Tamil Nadu,Chennai,4904220
4598,2,2,Semiurban,Duplex,Uttar Pradesh,Kanpur,12609745
2156,3,2,Rural,Villa,Karnataka,Bengaluru,6709332
3061,4,2,Rural,Villa,Uttar Pradesh,Kanpur,9418168
2471,5,1,Urban,Villa,Uttar Pradesh,Lucknow,7713306
3929,1,3,Semiurban,Duplex,Rajasthan,Jodhpur,11094127
4900,4,2,Rural,Apartment,Maharashtra,Nashik,13649556
662,1,4,Rural,Duplex,Gujarat,Vadodara,3125061
4625,5,2,Rural,Apartment,Karnataka,Mangalore,13185984
4013,5,1,Rural,Villa,Delhi (UT),Delhi,11636646
898,5,2,Rural,Duplex,Tamil Nadu,Madurai,4232393
1988,1,4,Rural,Duplex,Karnataka,Mangalore,6442237
3606,4,5,Semiurban,Apartment,Bihar,Patna,11006124
3297,4,2,Semiurban,Duplex,Karnataka,Mangalore,9948301
2923,4,5,Semiurban,Apartment,West Bengal,Kolkata,9268614
4414,4,3,Semiurban,Apartment,Madhya Pradesh,Jabalpur,12505224
1535,1,5,Semiurban,Apartment,Madhya Pradesh,Bhopal,5213967
3662,3,2,Rural,Villa,Maharashtra,Mumbai,10525994
2846,3,1,Rural,Apartment,Tamil Nadu,Salem,8164235
3567,2,1,Semiurban,Duplex,Uttar Pradesh,Agra,10096343
4193,3,4,Rural,Duplex,Rajasthan,Jodhpur,12216059
2815,5,3,Rural,Apartment,Bihar,Muzaffarpur,8905607
1045,5,4,Rural,Apartment,Madhya Pradesh,Indore,4700604
1910,4,5,Semiurban,Villa,Delhi (UT),Delhi,6776839
2767,5,4,Semiurban,Duplex,Gujarat,Rajkot,9191843
609,2,1,Semiurban,Villa,West Bengal,Howrah,2434789
3194,4,3,Semiurban,Apartment,Gujarat,Rajkot,9546959
604,4,5,Urban,Apartment,Bihar,Patna,3147148
1499,4,4,Semiurban,Duplex,Rajasthan,Jodhpur,5797253
2432,2,3,Urban,Apartment,Maharashtra,Nashik,7124582
2279,1,5,Rural,Apartment,Uttar Pradesh,Lucknow,7065307
611,4,1,Rural,Villa,Uttar Pradesh,Kanpur,3060281
1333,5,3,Semiurban,Duplex,West Bengal,Durgapur,5476857
772,2,4,Semiurban,Apartment,Uttar Pradesh,Varanasi,3123375
2300,4,5,Urban,Duplex,Uttar Pradesh,Noida,7875349
3391,5,5,Rural,Villa,Tamil Nadu,Chennai,10636124
3170,1,1,Rural,Villa,Maharashtra,Aurangabad,8788633
4391,4,4,Urban,Duplex,Bihar,Muzaffarpur,12818727
3745,4,4,Semiurban,Villa,Uttar Pradesh,Lucknow,11350369
3352,3,2,Urban,Duplex,Tamil Nadu,Chennai,9593132
4958,2,3,Semiurban,Duplex,Rajasthan,Jaipur,13704630
1421,2,2,Semiurban,Duplex,Gujarat,Rajkot,4722448
2749,4,1,Urban,Villa,Karnataka,Mysuru,8086671
3112,2,1,Urban,Duplex,Uttar Pradesh,Agra,8939235
888,1,4,Semiurban,Villa,Tamil Nadu,Chennai,3578391
2766,3,2,Semiurban,Duplex,Rajasthan,Jodhpur,8261335
4440,4,3,Urban,Villa,Rajasthan,Jodhpur,12577619
2286,2,1,Rural,Villa,Gujarat,Vadodara,6759312
3738,1,2,Rural,Duplex,Uttar Pradesh,Noida,10505292
4081,5,4,Semiurban,Villa,Gujarat,Vadodara,12390707
4295,4,1,Urban,Duplex,Bihar,Patna,12067408
4111,1,2,Rural,Duplex,Maharashtra,Pune,11570735
950,5,2,Rural,Villa,Gujarat,Surat,4288010
3764,1,4,Semiurban,Apartment,Bihar,Bhagalpur,10634033
1826,1,4,Semiurban,Apartment,Gujarat,Rajkot,5809666
4799,1,4,Rural,Apartment,Bihar,Muzaffarpur,13177357
1790,4,4,Semiurban,Villa,Bihar,Patna,6385683
3753,5,4,Rural,Apartment,Rajasthan,Jodhpur,11301715
3803,5,3,Urban,Duplex,Madhya Pradesh,Bhopal,11543472
2988,5,3,Urban,Villa,Delhi (UT),Delhi,9339436
3366,2,1,Urban,Villa,Rajasthan,Kota,9316132
1062,5,1,Semiurban,Apartment,Maharashtra,Aurangabad,4260837
3318,5,1,Semiurban,Duplex,Gujarat,Ahmedabad,10107916
1978,2,3,Rural,Duplex,West Bengal,Kolkata,6520867
947,4,4,Rural,Apartment,Madhya Pradesh,Gwalior,4272058
4589,2,4,Rural,Villa,Karnataka,Mangalore,13036486
3327,2,3,Semiurban,Duplex,Tamil Nadu,Coimbatore,9732120
1165,2,4,Rural,Villa,Tamil Nadu,Madurai,4469774
3196,5,3,Semiurban,Duplex,Rajasthan,Kota,9909210
1777,4,1,Urban,Villa,Delhi (UT),Delhi,5595234
876,5,4,Rural,Villa,Gujarat,Vadodara,4348068
2657,1,3,Urban,Apartment,Madhya Pradesh,Jabalpur,7484254
4374,3,1,Urban,Apartment,Delhi (UT),Delhi,11812472
3934,3,2,Urban,Apartment,West Bengal,Kolkata,10996602
3462,1,5,Semiurban,Apartment,Uttar Pradesh,Varanasi,9965062
3108,1,4,Semiurban,Villa,Uttar Pradesh,Noida,9046705
4814,2,2,Semiurban,Apartment,Tamil Nadu,Madurai,13129477
2603,1,1,Urban,Duplex,Maharashtra,Nashik,7425634
2817,5,2,Urban,Villa,Delhi (UT),Delhi,8755363
3329,1,5,Urban,Apartment,West Bengal,Kolkata,9631181
1213,4,1,Semiurban,Apartment,Bihar,Muzaffarpur,4405895
4962,4,4,Semiurban,Apartment,Maharashtra,Aurangabad,14184247
4432,4,5,Semiurban,Apartment,Tamil Nadu,Chennai,12846612
601,1,2,Rural,Apartment,Bihar,Muzaffarpur,2284890
4295,2,5,Semiurban,Duplex,West Bengal,Howrah,12544864
4125,3,1,Rural,Villa,Uttar Pradesh,Noida,11689486
3493,3,3,Urban,Duplex,West Bengal,Durgapur,10280873
